City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tan-tan,28.438,-11.1032,297.12,60,40,10.29,MA,1698248959
364,camocim,-2.9022,-40.8411,304.71,55,57,7.63,BR,1698248960
365,hastings,50.8552,0.5729,287.69,32,44,1.5,GB,1698248960
366,bonham,33.5773,-96.1783,297.31,83,100,6.17,US,1698248961
367,bubaque,11.2833,-15.8333,301.41,75,100,3.53,GW,1698248961
368,jacksonville beach,30.2947,-81.3931,300.97,70,75,6.17,US,1698248700
369,umm kaddadah,13.6017,26.6876,307.71,18,7,3.72,SD,1698248963
370,miles city,46.4083,-105.8406,269.69,93,100,7.2,US,1698248963
371,el calafate,-50.3408,-72.2768,283.94,61,88,10.44,AR,1698248964
372,chadan,51.2833,91.5833,276.17,52,100,0.89,RU,1698248964
373,kupino,54.3663,77.2981,281.38,54,100,8.17,RU,1698248965
374,lorengau,-2.0226,147.2712,299.68,80,100,0.56,PG,1698248965
375,port saint john's,-31.6229,29.5448,292.47,75,21,2.64,ZA,1698248966
376,arawa,-6.2132,155.5367,298.15,93,100,1.21,PG,1698248966
377,porto novo,6.4965,2.6036,304.05,72,84,4.4,BJ,1698248967
378,presidente olegario,-18.4178,-46.4181,302.92,42,96,3.8,BR,1698248968
379,nova vicosa,-17.8919,-39.3719,304.89,56,40,7.36,BR,1698248968
380,palikir - national government center,6.9248,158.1611,297.56,94,20,1.54,FM,1698248969
381,turbat,26.0023,63.044,302.02,53,2,3.19,PK,1698248969
382,itati,-27.2704,-58.2446,298.41,55,77,3.03,AR,1698248970
383,raduzhny,62.0961,77.475,270.59,80,100,2.21,RU,1698248971
384,peace river,56.2501,-117.286,259.07,96,20,2.06,CA,1698248842
385,ostersund,63.1792,14.6357,274.05,86,100,5.14,SE,1698248972
386,usogorsk,63.4106,48.6872,271.85,64,70,4.41,RU,1698248973
387,champerico,14.3,-91.9167,302.45,79,79,2.59,GT,1698248973
388,island harbour,50.724,-1.2758,286.58,91,98,1.99,GB,1698248974
389,plettenberg bay,-34.0527,23.3716,290.08,76,15,4.09,ZA,1698248974
390,priozersk,61.0393,30.1291,274.79,86,23,2.78,RU,1698248975
391,san clemente,33.427,-117.612,291.75,90,99,2.24,US,1698248733
392,kilindoni,-7.9139,39.6668,299.89,85,70,5.32,TZ,1698248977
393,brookings,44.3114,-96.7984,281.58,100,100,2.06,US,1698248897
394,fiditi,7.7136,3.9172,300.68,72,83,2.15,NG,1698248978
395,anadyr,64.75,177.4833,276.43,100,100,8.0,RU,1698248979
396,dabola,10.75,-11.1167,304.23,56,68,1.44,GN,1698248979
397,anna regina,7.2644,-58.5077,301.79,82,72,4.2,GY,1698248980
398,portland,45.5234,-122.6762,281.53,94,100,4.02,US,1698248328
399,laranjeiras do sul,-25.4078,-52.4161,300.26,49,54,1.24,BR,1698248981
400,muli,2.9167,73.5667,301.19,79,53,5.78,MV,1698248981
401,lundazi,-12.2929,33.1782,302.38,24,18,5.5,ZM,1698248982
402,clearwater,27.9659,-82.8001,302.0,62,0,4.63,US,1698248744
403,saudarkrokur,65.7461,-19.6394,276.9,77,83,0.76,IS,1698248983
404,la ronge,55.1001,-105.2842,268.29,74,100,4.12,CA,1698248984
405,luqiao,28.5808,121.3772,293.32,94,95,0.21,CN,1698248984
406,ambatolampy,-19.3833,47.4167,292.91,63,70,0.88,MG,1698248985
407,sao tome,0.3365,6.7273,299.29,82,100,2.2,ST,1698248985
408,grand falls-windsor,48.9332,-55.6649,283.43,79,59,0.89,CA,1698248986
409,sarny,51.338,26.6019,282.95,96,100,3.6,UA,1698248987
410,nishinoomote,30.7333,131.0,294.95,58,17,3.74,JP,1698248987
411,kavieng,-2.5744,150.7967,298.89,88,100,7.5,PG,1698248988
412,lospalos,-8.5186,127.0025,294.24,77,5,1.36,TL,1698248988
413,flin flon,54.7682,-101.865,270.06,68,100,3.09,CA,1698248989
414,vadso,70.0744,29.7487,267.64,79,0,1.54,NO,1698248989
415,thabazimbi,-24.5917,27.4116,305.63,5,0,1.01,ZA,1698248990
416,bamboo flat,11.7,92.7167,299.2,94,75,0.51,IN,1698248991
417,bogale,16.2833,95.4,298.06,92,92,2.23,MM,1698248991
418,satellite beach,28.1761,-80.5901,300.97,80,20,5.66,US,1698248839
419,glarus,47.0406,9.068,289.96,26,89,2.82,CH,1698248992
420,vega de alatorre,20.0333,-96.6333,301.7,76,100,2.46,MX,1698248993
421,formosa do rio preto,-11.0483,-45.1931,306.68,33,98,0.56,BR,1698248993
422,bindki,26.0333,80.6,297.29,49,1,1.2,IN,1698248994
423,ballina,-28.8667,153.5667,294.44,86,20,7.15,AU,1698248995
424,el nido,11.1858,119.3956,300.63,79,68,0.95,PH,1698248996
425,petropavlovka,50.6114,105.3196,272.73,73,86,0.89,RU,1698248997
426,san andres,12.5847,-81.7006,304.16,94,20,4.12,CO,1698248778
427,wynyard,-41.0,145.7167,281.65,67,29,5.86,AU,1698248998
428,mezhdurechenskiy,59.6,65.9333,269.46,70,9,2.73,RU,1698248999
429,holualoa,19.6228,-155.9522,295.85,68,75,3.58,US,1698248999
430,midvagur,62.0511,-7.1939,283.61,76,75,5.14,FO,1698249000
431,den burg,53.0542,4.7972,284.24,89,75,3.6,NL,1698249000
432,yuxi,24.355,102.5422,288.99,95,89,1.08,CN,1698249001
433,tonj,7.2737,28.6822,299.39,74,9,2.82,SS,1698249002
434,miquelon,47.0975,-56.3814,285.15,81,56,8.04,PM,1698249003
435,barhi,23.9,80.8,293.34,49,2,1.3,IN,1698249003
436,nogliki,51.8333,143.1667,276.67,64,16,2.24,RU,1698249004
437,tanout,14.9709,8.8879,307.44,9,78,4.41,NE,1698249005
438,codrington,-38.2667,141.9667,284.26,57,85,8.02,AU,1698249005
439,ponta delgada,37.7333,-25.6667,294.55,88,75,7.72,PT,1698249007
440,potiskum,11.7091,11.0694,308.37,18,100,0.76,NG,1698249007
441,yichun,47.7,128.9,277.61,67,45,2.34,CN,1698249008
442,karystos,38.0133,24.4161,295.7,89,100,4.42,GR,1698249009
443,sydney mines,46.2367,-60.2177,288.29,76,75,5.66,CA,1698249009
444,broken hill,-31.95,141.4333,281.5,48,0,9.65,AU,1698249010
445,umluj,25.0213,37.2685,302.4,59,0,3.29,SA,1698249011
446,zeya,53.75,127.2667,276.75,74,100,0.43,RU,1698249011
447,puerto ayacucho,5.6639,-67.6236,304.47,60,97,0.87,VE,1698249012
448,muroto-misakicho,33.2833,134.15,292.86,62,0,3.41,JP,1698249012
449,letpandan,17.7833,95.75,298.29,88,99,1.05,MM,1698249013
450,saint-joseph,-21.3667,55.6167,298.36,80,34,1.76,RE,1698248942
451,katsuura,35.1333,140.3,290.47,79,9,4.54,JP,1698249014
452,luena,-11.7833,19.9167,291.82,82,98,3.11,AO,1698249015
453,wanning,18.8003,110.3967,298.27,92,100,3.04,CN,1698249015
454,el triunfo,-1.9333,-79.9667,301.17,66,100,1.8,EC,1698249016
455,auki,-8.7676,160.7034,298.1,88,100,1.41,SB,1698249016
456,mo i rana,66.3128,14.1428,276.11,85,100,0.45,NO,1698249017
457,libreville,0.3925,9.4537,300.16,83,40,4.12,GA,1698249019
458,nushki,29.5542,66.0215,295.69,19,0,2.21,PK,1698249019
459,kerikeri,-35.2268,173.9474,285.32,92,19,1.88,NZ,1698249020
460,praia da vitoria,38.7333,-27.0667,295.29,94,75,7.61,PT,1698249021
461,cururupu,-1.8283,-44.8683,305.73,46,61,3.95,BR,1698249021
462,aleg,17.0481,-13.9209,313.46,15,95,5.08,MR,1698249022
463,rikaze,29.25,88.8833,277.12,35,61,2.7,CN,1698249023
464,st. john's,47.5649,-52.7093,284.76,75,75,9.77,CA,1698249012
465,dosso,13.049,3.1937,310.19,8,40,2.78,NE,1698249024
466,darzab,35.9774,65.3783,293.22,20,100,2.34,AF,1698249025
467,whakatane,-37.9585,176.9854,286.91,96,79,2.48,NZ,1698249026
468,leh,34.1667,77.5833,276.64,28,0,2.02,IN,1698249027
469,phuthaditjhaba,-28.5242,28.8158,293.25,28,1,1.21,ZA,1698249028
470,san juanito,28.0,-107.5833,282.95,47,15,2.76,MX,1698249029
471,taltal,-25.4,-70.4833,292.04,68,32,2.96,CL,1698249030
472,meadow lakes,61.6247,-149.6011,274.37,86,0,0.0,US,1698249030
473,kangasniemi,61.9936,26.6479,270.16,76,14,2.33,FI,1698249031
474,vorgashor,67.5833,63.95,253.98,100,30,1.09,RU,1698249032
475,fort bragg,35.139,-79.006,298.05,61,0,1.34,US,1698248914
476,lubao,14.9167,120.55,299.99,90,33,1.12,PH,1698249033
477,phang nga,8.4509,98.5298,300.17,92,100,1.0,TH,1698249034
478,koryazhma,61.3143,47.1691,273.66,80,20,3.04,RU,1698249035
479,essaouira,31.5125,-9.77,300.87,36,75,6.17,MA,1698249036
480,calp,38.6447,0.0445,298.81,52,42,6.39,ES,1698249036
481,raahe,64.6833,24.4833,268.2,73,26,3.67,FI,1698249037
482,grande prairie,55.1667,-118.8027,259.25,78,0,1.03,CA,1698248951
483,kampung pasir gudang baru,1.4726,103.878,299.23,90,75,3.09,MY,1698249038
484,pariaman,-0.619,100.12,298.18,89,100,2.08,ID,1698249039
485,pangoa,-12.1167,-73.0,307.61,36,84,2.44,PE,1698249039
486,ikungi,-5.1333,34.7667,299.47,37,76,2.7,TZ,1698249040
487,levuka,50.1834,-105.4011,262.05,85,100,3.6,CA,1698249040
488,kalemie,-5.9475,29.1947,299.77,62,90,2.47,CD,1698249041
489,serowe,-22.3833,26.7167,306.24,17,0,5.59,BW,1698249042
490,mariental,-24.6333,17.9667,310.48,6,0,1.99,NA,1698249042
491,altamira,-3.2033,-52.2064,309.2,56,75,4.12,BR,1698248956
492,shelbyville,35.4834,-86.4603,297.44,57,0,2.68,US,1698249037
493,divnogorsk,55.9594,92.3619,278.56,73,100,5.87,RU,1698249044
494,sosnovo-ozerskoye,52.5249,111.5418,266.47,56,17,2.23,RU,1698249044
495,batticaloa,7.7102,81.6924,299.89,79,55,2.0,LK,1698249045
496,jincheng,35.5022,112.8328,289.82,42,44,2.15,CN,1698249046
497,praia,14.9215,-23.5087,303.45,58,20,7.72,CV,1698249046
498,soritor,-6.1392,-77.1039,304.31,46,50,1.46,PE,1698249047
499,nadym,65.5333,72.5167,269.16,94,97,3.94,RU,1698249047
500,hobyo,5.3505,48.5268,301.74,76,21,4.14,SO,1698249048
501,diamantino,-14.4086,-56.4461,313.31,23,47,3.13,BR,1698248775
502,jilib,0.4883,42.7854,299.84,76,23,4.01,SO,1698249049
503,zhangjiakou,40.81,114.8794,284.28,41,4,2.55,CN,1698249049
504,punta gorda,26.9298,-82.0454,302.16,66,0,5.66,US,1698249050
505,gopalpur,19.2667,84.9167,299.82,73,65,0.7,IN,1698249051
506,murudeshwara,14.0943,74.4845,299.0,70,65,2.01,IN,1698249051
507,civitavecchia,42.0933,11.7967,295.05,86,72,6.98,IT,1698249052
508,ugoofaaru,5.6667,73.0,301.19,76,87,3.58,MV,1698248928
509,lepsy,46.235,78.9456,287.21,36,93,3.39,KZ,1698249053
510,berezovyy,51.6667,135.7,273.66,80,78,0.53,RU,1698249053
511,callao,-12.0667,-77.15,294.1,88,100,4.63,PE,1698249054
512,chernyshevskiy,63.0128,112.4714,265.96,94,83,2.69,RU,1698249055
513,kingsland,30.8,-81.6898,300.11,77,62,3.47,US,1698249056
514,askale,39.9208,40.695,285.79,55,91,2.13,TR,1698249057
515,panama city beach,30.1766,-85.8055,297.64,77,40,4.12,US,1698248790
516,barrouallie,13.2333,-61.2667,302.94,74,75,1.54,VC,1698249058
517,castillos,-34.1667,-53.8333,291.07,58,47,6.78,UY,1698249059
518,goondiwindi,-28.55,150.3167,292.95,18,98,6.61,AU,1698249059
519,freetown,8.484,-13.2299,301.99,70,75,3.6,SL,1698249060
520,sigayevo,56.4216,53.7757,267.86,92,90,3.13,RU,1698249060
521,weyburn,49.6668,-103.8511,266.27,79,100,4.12,CA,1698249061
522,cole harbour,44.6724,-63.4751,288.14,81,100,8.23,CA,1698248914
523,tereze,43.9361,42.4434,285.25,74,100,1.15,RU,1698249062
524,nago,26.5881,127.9761,296.62,69,97,4.39,JP,1698249062
525,turkmenbasy,40.0222,52.9552,288.58,77,0,3.09,TM,1698249063
526,sulphur springs,33.1385,-95.6011,297.54,78,100,5.66,US,1698249064
527,tymovskoye,50.8456,142.655,275.11,88,14,2.05,RU,1698249064
528,southsea,50.792,-1.0859,287.56,91,98,0.89,GB,1698249065
529,as sulayyil,20.4607,45.5779,303.29,48,16,9.15,SA,1698249066
530,george town,5.4112,100.3354,301.11,86,20,1.54,MY,1698249061
531,san jose de guanipa,8.8872,-64.1651,306.81,46,63,2.17,VE,1698249067
532,obo,5.3998,26.4869,299.0,73,55,0.77,CF,1698249068
533,motygino,58.1831,94.7592,274.7,97,100,4.92,RU,1698249068
534,pskov,57.8136,28.3496,273.1,64,75,6.0,RU,1698249069
535,catumbela,-12.4314,13.5472,298.08,77,94,1.14,AO,1698248856
536,haiku-pauwela,20.9219,-156.3051,295.95,83,0,2.57,US,1698249070
537,brokopondo,4.75,-55.1667,304.7,55,93,1.14,SR,1698249071
538,khandyga,62.6667,135.6,258.27,93,100,1.39,RU,1698249071
539,namdrik,5.5994,168.1028,302.2,76,63,6.39,MH,1698249072
540,keflavik,64.0049,-22.5624,283.1,81,75,7.2,IS,1698249072
541,khor,47.8861,134.9464,280.67,89,100,2.01,RU,1698249073
542,naracoorte,-36.9579,140.7383,276.03,87,8,2.46,AU,1698249073
543,hotan,37.0997,79.9269,287.62,19,0,1.13,CN,1698249074
544,howard springs,-12.497,131.047,302.1,85,5,2.2,AU,1698249075
545,kismayo,-0.3582,42.5454,299.79,83,89,4.95,SO,1698249075
546,beira,-19.8436,34.8389,299.73,84,0,8.11,MZ,1698249076
547,shuangcheng,45.35,126.2833,283.97,25,41,7.91,CN,1698249077
548,shahdadpur,25.9241,68.62,303.38,18,22,2.2,PK,1698249078
549,sierra grande,-41.606,-65.3557,295.78,15,0,2.17,AR,1698249078
550,klyavlino,54.2649,52.0267,270.01,73,16,3.47,RU,1698249079
551,trujillo,-8.116,-79.03,292.13,88,75,4.63,PE,1698249079
552,yen bai,21.7,104.8667,298.08,81,53,1.41,VN,1698249080
553,tamiahua,21.2667,-97.45,301.34,81,96,5.79,MX,1698249081
554,misratah,32.3754,15.0925,301.4,50,100,3.73,LY,1698249082
555,boende,-0.2167,20.8667,297.7,89,100,1.54,CD,1698249082
556,kashgar,39.4547,75.9797,287.71,28,0,4.0,CN,1698249083
557,hanumangarh,29.5833,74.3167,299.23,31,0,1.24,IN,1698249084
558,thinadhoo,0.5333,72.9333,300.59,82,57,6.35,MV,1698249084
559,vila velha,-20.3297,-40.2925,303.12,77,75,3.6,BR,1698248816
560,sake,-1.5736,29.045,292.23,92,74,0.85,CD,1698249085
561,zaterechnyy,44.7931,45.2097,288.3,50,97,2.97,RU,1698249086
562,namsos,64.4662,11.4957,278.18,70,0,3.09,NO,1698249087
563,volokolamsk,56.0336,35.9694,271.14,75,26,2.5,RU,1698249088
564,shagonar,51.5333,92.8,277.1,44,100,1.01,RU,1698249089
565,arkhangel'sk,64.5401,40.5433,274.33,83,58,1.7,RU,1698249089
566,petropavlovsk-kamchatsky,53.0452,158.6483,277.29,78,40,2.68,RU,1698249090
567,tumaco,1.7986,-78.8156,301.51,72,90,4.14,CO,1698249090
568,bom jesus,-9.0744,-44.3586,308.64,31,69,2.64,BR,1698249091
569,sankt veit an der glan,46.7681,14.3603,288.71,88,0,1.54,AT,1698249092
570,port isabel,26.0734,-97.2086,303.19,73,75,8.75,US,1698248589
571,luziania,-16.2525,-47.9503,305.98,26,70,2.8,BR,1698249093
572,warman,52.3168,-106.5679,264.87,85,75,1.54,CA,1698249093
573,torghay,49.6339,63.4981,281.31,65,96,7.36,KZ,1698248909
574,cabedelo,-6.9811,-34.8339,302.52,62,25,4.91,BR,1698249019
575,siem reap,13.5,104.0,297.85,95,100,1.44,KH,1698249095
576,timbuktu,16.7735,-3.0074,310.96,7,100,5.09,ML,1698249096
577,mana,5.6592,-53.7767,305.14,61,99,4.99,GF,1698249096
578,sao desiderio,-12.3633,-44.9733,309.75,25,94,2.54,BR,1698249097
579,ringkobing,56.0901,8.244,284.27,86,98,6.86,DK,1698249097
580,zhangye,38.9342,100.4517,283.2,27,0,1.53,CN,1698249098
581,rio san juan,19.6439,-70.0763,300.76,76,41,3.83,DO,1698249099
582,aitape,-3.1374,142.3475,298.05,91,100,1.47,PG,1698249099
583,teknaf,20.8624,92.3058,298.42,83,68,0.69,BD,1698249100
584,okhotsk,59.3833,143.3,262.35,82,5,5.21,RU,1698249101
585,al jadid,27.05,14.4,303.71,17,78,0.73,LY,1698249102
586,ulety,51.3572,112.4849,268.39,51,15,1.65,RU,1698249102
587,lingyuan,41.24,119.4011,283.78,30,0,5.23,CN,1698249103
588,reggane,26.7158,0.1714,309.74,14,52,3.83,DZ,1698249103
589,gemena,3.25,19.7667,299.64,79,99,0.31,CD,1698249104
590,omutninsk,58.67,52.1932,270.09,74,44,2.92,RU,1698249104
591,babu,24.4167,111.5167,297.31,81,58,0.84,CN,1698249105
592,jayapura,-2.5333,140.7,298.81,92,100,1.65,ID,1698249105
593,bodo,67.28,14.405,276.91,74,75,7.72,NO,1698248843
594,sitangkai,4.6628,119.3928,302.03,67,32,0.27,PH,1698249106
595,al mayadin,35.0209,40.4535,299.96,36,0,2.44,SY,1698249107
596,geraldton,-28.7667,114.6,290.38,88,21,2.57,AU,1698249107
597,kathu,7.9178,98.3332,303.54,72,100,3.11,TH,1698249108
598,marmara ereglisi,40.97,27.9553,296.2,60,0,7.2,TR,1698249108
599,san patricio,28.017,-97.5169,304.12,64,14,8.02,US,1698249109
600,algona,43.07,-94.233,286.0,100,100,2.57,US,1698248944
601,tutoia,-2.7619,-42.2744,302.95,61,10,6.17,BR,1698249110
